"";"Nr";"Object";"N_Measurements";"purpose";"Special";"Commentary";"Site";"Region";"X"
"297";768;"KAM_2";3;"pottery";"";"";"Kamaka";"Lake_Chad_East";NA
"298";775;"ZIL_2";1;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"299";776;"ZIL_2";2;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"300";777;"ZIL_2";3;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"301";778;"TIE_63";1;"pottery";"";"";"Tie";"Lake_Chad_East";NA
"302";779;"TIE_63";2;"pottery";"";"";"Tie";"Lake_Chad_East";NA
"303";780;"ZIL_3";1;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"304";781;"TIE_63";3;"pottery";"";"";"Tie";"Lake_Chad_East";NA
"305";782;"ZIL_3";2;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"306";783;"ZIL_3";3;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"307";799;"ZIL_8";1;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"308";800;"ZIL_8";2;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"309";801;"ZIL_8";3;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"310";802;"ZIL_9";1;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"311";803;"ZIL_9";2;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"312";804;"ZIL_9";3;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"313";805;"ZIL_10";1;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"314";806;"ZIL_10";2;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"315";807;"ZIL_10";3;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"316";808;"GAR_1";1;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"317";809;"GAR_1";2;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"318";810;"GAR_1";3;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"319";811;"GAR_1";4;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"320";812;"GAR_2";1;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"321";813;"GAR_2";2;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"322";814;"GAR_2";3;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"323";815;"GAR_3";1;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"324";816;"GAR_3";2;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"325";817;"GAR_3";3;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"326";818;"GAR_4";1;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"327";819;"GAR_4";2;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"328";820;"GAR_4";3;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"329";821;"GAR_5";1;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"330";822;"GAR_5";2;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"331";823;"GAR_5";3;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"332";824;"GAR_6";1;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"333";825;"GAR_6";2;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"334";826;"GAR_6";3;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"335";827;"GAR_7";1;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"336";828;"GAR_7";2;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"337";829;"GAR_7";3;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"338";830;"GAR_8";1;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"339";831;"GAR_8";2;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"340";832;"GAR_8";3;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"341";833;"GAR_9";1;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"342";834;"GAR_9";2;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"343";835;"GAR_9";3;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"344";836;"GAR_10";1;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"345";837;"GAR_10";2;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"346";838;"GAR_10";3;"pottery";"";"";"Garumele";"Lake_Chad_Northwest";NA
"347";872;"WAL_1";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"348";873;"WAL_1";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"349";874;"WAL_1";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"350";875;"WAL_2";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"351";876;"WAL_2";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"352";877;"WAL_2";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"353";878;"WAL_3";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"354";879;"WAL_3";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"355";880;"WAL_3";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"356";882;"WAL_4";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"357";883;"WAL_4";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"358";886;"WAL_4";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"359";887;"WAL_5";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"360";888;"WAL_5";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"361";889;"WAL_5";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"362";890;"WAL_6";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"363";891;"WAL_6";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"364";892;"WAL_6";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"365";893;"WAL_7";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"366";894;"WAL_7";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"367";895;"WAL_7";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"368";896;"WAL_8";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"369";897;"WAL_8";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"370";898;"WAL_8";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"371";899;"WAL_9";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"372";900;"WAL_9";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"373";901;"WAL_9";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"374";902;"WAL_10";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"375";903;"WAL_10";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"376";904;"WAL_10";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"377";906;"MAR1_4";1;"pottery";"";"";"Marandet";"Marandet";NA
"378";907;"MAR1_4";2;"pottery";"";"";"Marandet";"Marandet";NA
"379";908;"MAR1_4";3;"pottery";"";"";"Marandet";"Marandet";NA
"380";912;"MAR3_25";1;"pottery";"";"";"Marandet";"Marandet";NA
"381";913;"MAR3_25";2;"pottery";"";"";"Marandet";"Marandet";NA
"382";914;"MAR3_25";3;"pottery";"";"";"Marandet";"Marandet";NA
"383";915;"MAR3_45";1;"pottery";"";"";"Marandet";"Marandet";NA
"384";916;"MAR3_45";2;"pottery";"";"";"Marandet";"Marandet";NA
"385";917;"MAR3_45";3;"pottery";"";"";"Marandet";"Marandet";NA
"386";918;"NL_70";1;"pottery";"";"grosse Scherbe";"Ngala";"Lake_Chad_South";NA
"387";919;"NL_70";2;"pottery";"";"";"Ngala";"Lake_Chad_South";NA
"388";920;"NL_70";3;"pottery";"";"";"Ngala";"Lake_Chad_South";NA
"389";923;"MAR3_201";1;"pottery";"";"";"Marandet";"Marandet";NA
"390";924;"MAR3_201";2;"pottery";"";"";"Marandet";"Marandet";NA
"391";925;"MAR3_201";3;"pottery";"";"";"Marandet";"Marandet";NA
"392";926;"MAR3_102";1;"pottery";"";"";"Marandet";"Marandet";NA
"393";927;"MAR3_102";2;"pottery";"";"";"Marandet";"Marandet";NA
"394";928;"MAR3_102";3;"pottery";"";"";"Marandet";"Marandet";NA
"395";929;"MAR3_40";1;"pottery";"";"";"Marandet";"Marandet";NA
"396";930;"MAR3_40";2;"pottery";"";"";"Marandet";"Marandet";NA
"397";931;"MAR3_40";3;"pottery";"";"";"Marandet";"Marandet";NA
"398";932;"MAR2_38";1;"pottery";"";"";"Marandet";"Marandet";NA
"399";933;"MAR2_38";2;"pottery";"";"";"Marandet";"Marandet";NA
"400";934;"MAR2_38";3;"pottery";"";"";"Marandet";"Marandet";NA
"401";935;"MAR3_202";1;"pottery";"";"";"Marandet";"Marandet";NA
"402";936;"MAR3_202";2;"pottery";"";"";"Marandet";"Marandet";NA
"403";937;"MAR3_202";3;"pottery";"";"";"Marandet";"Marandet";NA
"404";938;"MAR2_203";1;"pottery";"";"";"Marandet";"Marandet";NA
"405";939;"MAR2_203";2;"pottery";"";"";"Marandet";"Marandet";NA
"406";940;"MAR2_203";3;"pottery";"";"";"Marandet";"Marandet";NA
"407";941;"MAR3_97";1;"pottery";"";"";"Marandet";"Marandet";NA
"408";942;"MAR3_97";2;"pottery";"";"";"Marandet";"Marandet";NA
"409";943;"MAR3_97";3;"pottery";"";"";"Marandet";"Marandet";NA
"410";944;"MAR1_1";1;"pottery";"";"";"Marandet";"Marandet";NA
"411";945;"MAR1_1";2;"pottery";"";"";"Marandet";"Marandet";NA
"412";946;"MAR1_1";3;"pottery";"";"";"Marandet";"Marandet";NA
"413";947;"MAR3_9";1;"pottery";"";"";"Marandet";"Marandet";NA
"414";948;"MAR3_9";2;"pottery";"";"";"Marandet";"Marandet";NA
"415";949;"MAR3_9";3;"pottery";"";"";"Marandet";"Marandet";NA
"416";953;"MAR_204";1;"pottery";"";"";"Marandet";"Marandet";NA
"417";954;"MAR_204";2;"pottery";"";"";"Marandet";"Marandet";NA
"418";955;"MAR_204";3;"pottery";"";"";"Marandet";"Marandet";NA
"419";956;"MAR3_104";1;"pottery";"";"";"Marandet";"Marandet";NA
"420";957;"MAR3_104";2;"pottery";"";"";"Marandet";"Marandet";NA
"421";958;"MAR3_104";3;"pottery";"";"";"Marandet";"Marandet";NA
"422";959;"MAR1_24";1;"pottery";"";"ID nachpruefen (ehem MAR3_24)";"Marandet";"Marandet";NA
"423";960;"MAR1_24";2;"pottery";"";"ID nachpruefen (ehem MAR3_24)";"Marandet";"Marandet";NA
"424";961;"MAR1_24";3;"pottery";"";"ID nachpruefen (ehem MAR3_24)";"Marandet";"Marandet";NA
"425";969;"MAR_206";1;"pottery";"";"";"Marandet";"Marandet";NA
"426";970;"MAR_206";2;"pottery";"";"";"Marandet";"Marandet";NA
"427";971;"MAR_206";3;"pottery";"";"";"Marandet";"Marandet";NA
"428";972;"MAR_205";1;"pottery";"";"";"Marandet";"Marandet";NA
"429";973;"MAR_205";2;"pottery";"";"";"Marandet";"Marandet";NA
"430";974;"MAR_205";3;"pottery";"";"";"Marandet";"Marandet";NA
"431";975;"MAR3_207";1;"pottery";"";"";"Marandet";"Marandet";NA
"432";976;"MAR3_207";2;"pottery";"";"";"Marandet";"Marandet";NA
"433";977;"MAR3_207";3;"pottery";"";"";"Marandet";"Marandet";NA
"434";978;"MAR3_208";1;"pottery";"";"verunreinigt";"Marandet";"Marandet";NA
"435";979;"MAR3_208";2;"pottery";"";"verunreinigt";"Marandet";"Marandet";NA
"436";980;"MAR3_208";3;"pottery";"";"verunreinigt";"Marandet";"Marandet";NA
"437";981;"MAR3_209";1;"pottery";"";"verunreinigt";"Marandet";"Marandet";NA
"438";982;"MAR3_209";2;"pottery";"";"verunreinigt";"Marandet";"Marandet";NA
"439";983;"MAR3_209";3;"pottery";"";"verunreinigt";"Marandet";"Marandet";NA
"440";992;"MAR1_45";1;"pottery";"";"";"Marandet";"Marandet";NA
"441";993;"MAR1_45";2;"pottery";"";"";"Marandet";"Marandet";NA
"442";994;"MAR1_45";3;"pottery";"";"";"Marandet";"Marandet";NA
"443";995;"MAR3_34";1;"pottery";"";"";"Marandet";"Marandet";NA
"444";996;"MAR3_34";2;"pottery";"";"";"Marandet";"Marandet";NA
"445";999;"MAR3_34";3;"pottery";"";"";"Marandet";"Marandet";NA
"446";1000;"MAR2_13";1;"pottery";"";"";"Marandet";"Marandet";NA
"447";1001;"MAR2_13";2;"pottery";"";"";"Marandet";"Marandet";NA
"448";1002;"MAR2_13";3;"pottery";"";"";"Marandet";"Marandet";NA
"449";1003;"MAR2_36";1;"pottery";"";"";"Marandet";"Marandet";NA
"450";1004;"MAR2_36";2;"pottery";"";"";"Marandet";"Marandet";NA
"451";1005;"MAR2_36";3;"pottery";"";"";"Marandet";"Marandet";NA
"452";1006;"MAR2_39";1;"pottery";"";"";"Marandet";"Marandet";NA
"453";1007;"MAR2_39";2;"pottery";"";"";"Marandet";"Marandet";NA
"454";1010;"MAR2_39";3;"pottery";"";"";"Marandet";"Marandet";NA
"455";1011;"MAR_210";1;"pottery";"";"";"Marandet";"Marandet";NA
"456";1012;"MAR_210";2;"pottery";"";"";"Marandet";"Marandet";NA
"457";1013;"MAR_210";3;"pottery";"";"";"Marandet";"Marandet";NA
"458";1014;"MAR1_3";1;"pottery";"";"";"Marandet";"Marandet";NA
"459";1015;"MAR1_3";2;"pottery";"";"";"Marandet";"Marandet";NA
"460";1016;"MAR1_3";3;"pottery";"";"";"Marandet";"Marandet";NA
"461";1017;"MAR1_42";1;"pottery";"";"";"Marandet";"Marandet";NA
"462";1018;"MAR1_42";2;"pottery";"";"";"Marandet";"Marandet";NA
"463";1019;"MAR1_42";3;"pottery";"";"";"Marandet";"Marandet";NA
"464";1020;"MAR1_33";1;"pottery";"";"";"Marandet";"Marandet";NA
"465";1021;"MAR1_33";2;"pottery";"";"";"Marandet";"Marandet";NA
"466";1022;"MAR1_33";3;"pottery";"";"";"Marandet";"Marandet";NA
"467";1023;"MAR3_6";1;"pottery";"";"";"Marandet";"Marandet";NA
"468";1024;"MAR3_6";2;"pottery";"";"";"Marandet";"Marandet";NA
"469";1025;"MAR3_6";3;"pottery";"";"";"Marandet";"Marandet";NA
"470";1026;"MAR3_85";1;"pottery";"";"";"Marandet";"Marandet";NA
"471";1027;"MAR3_85";2;"pottery";"";"";"Marandet";"Marandet";NA
"472";1028;"MAR3_85";3;"pottery";"";"";"Marandet";"Marandet";NA
"473";1032;"MAR2_25";1;"pottery";"";"";"Marandet";"Marandet";NA
"474";1034;"MAR2_25";2;"pottery";"";"";"Marandet";"Marandet";NA
"475";1035;"MAR2_25";3;"pottery";"";"";"Marandet";"Marandet";NA
"476";1036;"MAR1_21";1;"pottery";"";"";"Marandet";"Marandet";NA
"477";1037;"MAR1_21";2;"pottery";"";"";"Marandet";"Marandet";NA
"478";1038;"MAR1_21";3;"pottery";"";"";"Marandet";"Marandet";NA
"479";1039;"MAR2_37";1;"pottery";"";"";"Marandet";"Marandet";NA
"480";1040;"MAR2_37";2;"pottery";"";"";"Marandet";"Marandet";NA
"481";1041;"MAR2_37";3;"pottery";"";"";"Marandet";"Marandet";NA
"482";1042;"MAR3_211";1;"pottery";"";"";"Marandet";"Marandet";NA
"483";1043;"MAR3_211";2;"pottery";"";"";"Marandet";"Marandet";NA
"484";1044;"MAR3_211";3;"pottery";"";"";"Marandet";"Marandet";NA
"485";1045;"MAR1_32";1;"pottery";"";"";"Marandet";"Marandet";NA
"486";1047;"MAR1_32";2;"pottery";"";"";"Marandet";"Marandet";NA
"487";1048;"MAR1_32";3;"pottery";"";"";"Marandet";"Marandet";NA
"488";1049;"MAR_212";1;"pottery";"";"";"Marandet";"Marandet";NA
"489";1050;"MAR_212";2;"pottery";"";"";"Marandet";"Marandet";NA
"490";1051;"MAR_212";3;"pottery";"";"";"Marandet";"Marandet";NA
"491";1052;"MAR1_39";1;"pottery";"";"";"Marandet";"Marandet";NA
"492";1053;"MAR1_39";2;"pottery";"";"";"Marandet";"Marandet";NA
"493";1054;"MAR1_39";3;"pottery";"";"";"Marandet";"Marandet";NA
"494";1055;"MAR2_28";1;"pottery";"";"";"Marandet";"Marandet";NA
"495";1056;"MAR2_28";2;"pottery";"";"";"Marandet";"Marandet";NA
"496";1060;"MAR2_28";3;"pottery";"";"";"Marandet";"Marandet";NA
"497";1061;"MAR3_36";1;"pottery";"";"";"Marandet";"Marandet";NA
"498";1062;"MAR3_36";2;"pottery";"";"";"Marandet";"Marandet";NA
"499";1063;"MAR3_36";3;"pottery";"";"";"Marandet";"Marandet";NA
"500";1064;"MAR1_34";1;"pottery";"";"";"Marandet";"Marandet";NA
"501";1065;"MAR1_34";2;"pottery";"";"";"Marandet";"Marandet";NA
"502";1066;"MAR1_34";3;"pottery";"";"";"Marandet";"Marandet";NA
"503";1067;"MAR3_114";1;"pottery";"";"";"Marandet";"Marandet";NA
"504";1068;"MAR3_114";2;"pottery";"";"";"Marandet";"Marandet";NA
"505";1069;"MAR3_114";3;"pottery";"";"";"Marandet";"Marandet";NA
"506";1070;"MAR3_65";1;"pottery";"";"";"Marandet";"Marandet";NA
"507";1071;"MAR3_65";2;"pottery";"";"";"Marandet";"Marandet";NA
"508";1072;"MAR3_65";3;"pottery";"";"";"Marandet";"Marandet";NA
"509";1073;"MAR_213";1;"pottery";"";"";"Marandet";"Marandet";NA
"510";1074;"MAR_213";2;"pottery";"";"";"Marandet";"Marandet";NA
"511";1075;"MAR_213";3;"pottery";"";"";"Marandet";"Marandet";NA
"512";1076;"MAR3_100";1;"pottery";"";"";"Marandet";"Marandet";NA
"513";1077;"MAR3_100";2;"pottery";"";"";"Marandet";"Marandet";NA
"514";1078;"MAR3_100";3;"pottery";"";"";"Marandet";"Marandet";NA
"515";1080;"MAR3_22";1;"pottery";"";"";"Marandet";"Marandet";NA
"516";1081;"MAR3_22";2;"pottery";"";"";"Marandet";"Marandet";NA
"517";1082;"MAR3_22";3;"pottery";"";"";"Marandet";"Marandet";NA
"518";1083;"MAR3_52";1;"pottery";"";"";"Marandet";"Marandet";NA
"519";1084;"MAR3_52";2;"pottery";"";"";"Marandet";"Marandet";NA
"520";1085;"MAR3_52";3;"pottery";"";"";"Marandet";"Marandet";NA
"521";1088;"MAR1_18";1;"pottery";"";"";"Marandet";"Marandet";NA
"522";1089;"MAR1_18";2;"pottery";"";"";"Marandet";"Marandet";NA
"523";1090;"MAR1_18";3;"pottery";"";"";"Marandet";"Marandet";NA
"524";1091;"MAR3_54";1;"pottery";"";"";"Marandet";"Marandet";NA
"525";1092;"MAR3_54";2;"pottery";"";"";"Marandet";"Marandet";NA
"526";1093;"MAR3_54";3;"pottery";"";"";"Marandet";"Marandet";NA
"527";1094;"MAR3_31";1;"pottery";"";"";"Marandet";"Marandet";NA
"528";1095;"MAR3_31";2;"pottery";"";"";"Marandet";"Marandet";NA
"529";1096;"MAR3_31";3;"pottery";"";"";"Marandet";"Marandet";NA
"530";1097;"MAR1_22";1;"pottery";"";"";"Marandet";"Marandet";NA
"531";1098;"MAR1_22";2;"pottery";"";"";"Marandet";"Marandet";NA
"532";1099;"MAR1_22";3;"pottery";"";"";"Marandet";"Marandet";NA
"533";1100;"MAR2_47";1;"pottery";"";"";"Marandet";"Marandet";NA
"534";1101;"MAR2_47";2;"pottery";"";"";"Marandet";"Marandet";NA
"535";1102;"MAR2_47";3;"pottery";"";"";"Marandet";"Marandet";NA
"536";1103;"MAR3_3";4;"pottery";"";"";"Marandet";"Marandet";NA
"537";1104;"MAR2_42";1;"pottery";"";"";"Marandet";"Marandet";NA
"538";1105;"MAR2_42";2;"pottery";"";"";"Marandet";"Marandet";NA
"539";1106;"MAR2_42";3;"pottery";"";"";"Marandet";"Marandet";NA
"540";1107;"MAR3_45";1;"pottery";"";"";"Marandet";"Marandet";NA
"541";1108;"MAR3_45";2;"pottery";"";"";"Marandet";"Marandet";NA
"542";1109;"MAR3_45";3;"pottery";"";"";"Marandet";"Marandet";NA
"543";1110;"MAR2_41";1;"pottery";"";"";"Marandet";"Marandet";NA
"544";1111;"MAR2_41";2;"pottery";"";"";"Marandet";"Marandet";NA
"545";1112;"MAR2_41";3;"pottery";"";"";"Marandet";"Marandet";NA
"546";1113;"MAR2_30";1;"pottery";"";"";"Marandet";"Marandet";NA
"547";1114;"MAR2_30";2;"pottery";"";"";"Marandet";"Marandet";NA
"548";1118;"MAR2_30";3;"pottery";"";"";"Marandet";"Marandet";NA
"549";1419;"GAR_11";1;"pottery";"";"verunreinigt";"Garumele";"Lake_Chad_Northwest";NA
"550";1420;"GAR_11";2;"pottery";"";"verunreinigt";"Garumele";"Lake_Chad_Northwest";NA
"551";1421;"GAR_11";3;"pottery";"";"verunreinigt";"Garumele";"Lake_Chad_Northwest";NA
"552";1422;"GAR_12";1;"pottery";"";"verunreinigt";"Garumele";"Lake_Chad_Northwest";NA
"553";1423;"GAR_12";2;"pottery";"";"verunreinigt";"Garumele";"Lake_Chad_Northwest";NA
"554";1424;"GAR_12";3;"pottery";"";"verunreinigt";"Garumele";"Lake_Chad_Northwest";NA
"555";1425;"GAR_13";1;"pottery";"";"verunreinigt";"Garumele";"Lake_Chad_Northwest";NA
"556";1426;"GAR_13";2;"pottery";"";"verunreinigt";"Garumele";"Lake_Chad_Northwest";NA
"557";1427;"GAR_13";3;"pottery";"";"verunreinigt";"Garumele";"Lake_Chad_Northwest";NA
"558";1428;"GAR_14";1;"pottery";"";"verunreinigt";"Garumele";"Lake_Chad_Northwest";NA
"559";1429;"GAR_14";2;"pottery";"";"verunreinigt";"Garumele";"Lake_Chad_Northwest";NA
"560";1430;"GAR_14";3;"pottery";"";"verunreinigt";"Garumele";"Lake_Chad_Northwest";NA
"561";1431;"GAR_15";1;"pottery";"";"verunreinigt";"Garumele";"Lake_Chad_Northwest";NA
"562";1432;"GAR_15";2;"pottery";"";"verunreinigt";"Garumele";"Lake_Chad_Northwest";NA
"563";1433;"GAR_15";3;"pottery";"";"verunreinigt";"Garumele";"Lake_Chad_Northwest";NA
"564";1434;"GAR_16";1;"pottery";"";"verunreinigt";"Garumele";"Lake_Chad_Northwest";NA
"565";1435;"GAR_16";2;"pottery";"";"verunreinigt";"Garumele";"Lake_Chad_Northwest";NA
"566";1436;"GAR_16";3;"pottery";"";"verunreinigt";"Garumele";"Lake_Chad_Northwest";NA
"567";1437;"GAZ_1";1;"pottery";"";"set1";"Birni_Gazargamo";"Lake_Chad_West";NA
"568";1438;"GAZ_1";2;"pottery";"";"set1";"Birni_Gazargamo";"Lake_Chad_West";NA
"569";1439;"GAZ_1";3;"pottery";"";"set1";"Birni_Gazargamo";"Lake_Chad_West";NA
"570";1440;"GAZ_2";1;"pottery";"";"set1";"Birni_Gazargamo";"Lake_Chad_West";NA
