"";"Nr";"Object";"N_Measurements";"purpose";"Special";"Commentary";"Site";"Region";"X"
"833";2565;"ZIL_5";3;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"834";2567;"ZIL_6";1;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"835";2568;"ZIL_6";2;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"836";2571;"ZIL_6";3;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"837";2572;"ZIL_7";1;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"838";2573;"ZIL_7";2;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"839";2574;"ZIL_7";3;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"840";2611;"KAM_DR";1;"pottery";"";"";"Kamaka";"Lake_Chad_East";NA
"841";2612;"KAM_DR";2;"pottery";"";"";"Kamaka";"Lake_Chad_East";NA
"842";2613;"KAM_DR";3;"pottery";"";"";"Kamaka";"Lake_Chad_East";NA
"843";2748;"GAR2_17";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"844";2749;"GAR2_17";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"845";2750;"GAR2_17";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"846";2751;"GAR2_18";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"847";2752;"GAR2_18";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"848";2753;"GAR2_18";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"849";2754;"GAR2_19";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"850";2755;"GAR2_19";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"851";2756;"GAR2_19";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"852";2759;"GAR2_20";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"853";2760;"GAR2_20";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"854";2761;"GAR2_20";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"855";2762;"GAR2_21";1;"spindle";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"856";2763;"GAR2_21";2;"spindle";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"857";2764;"GAR2_21";3;"spindle";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"858";2765;"GAR2_22";1;"spindle";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"859";2766;"GAR2_22";2;"spindle";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"860";2767;"GAR2_22";3;"spindle";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"861";2768;"GAR2_23";1;"spindle";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"862";2769;"GAR2_23";2;"spindle";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"863";2770;"GAR2_23";3;"spindle";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"864";2771;"GAR2_24";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"865";2772;"GAR2_24";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"866";2773;"GAR2_24";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"867";2774;"GAR2_25";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"868";2775;"GAR2_25";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"869";2776;"GAR2_25";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"870";2777;"GAR2_26";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"871";2778;"GAR2_26";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"872";2779;"GAR2_26";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"873";2789;"GAR2_27";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"874";2791;"GAR2_27";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"875";2792;"GAR2_27";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"876";2793;"GAR2_28";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"877";2794;"GAR2_28";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"878";2795;"GAR2_28";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"879";2796;"GAR2_29";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"880";2797;"GAR2_29";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"881";2798;"GAR2_29";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"882";2799;"GAR2_30";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"883";2800;"GAR2_30";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"884";2801;"GAR2_30";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"885";2802;"GAR2_31";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"886";2803;"GAR2_31";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"887";2804;"GAR2_31";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"888";2806;"GAR2_32";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"889";2809;"GAR2_32";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"890";2810;"GAR2_32";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"891";2811;"GAR2_33";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"892";2812;"GAR2_33";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"893";2813;"GAR2_33";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"894";2814;"GAR2_34";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"895";2815;"GAR2_34";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"896";2816;"GAR2_34";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"897";2819;"GAR2_35";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"898";2820;"GAR2_35";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"899";2821;"GAR2_35";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"900";2823;"GAR2_36";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"901";2824;"GAR2_36";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"902";2825;"GAR2_36";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"903";2826;"GAR2_37";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"904";2827;"GAR2_37";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"905";2828;"GAR2_37";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"906";2862;"GAR2_38";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"907";2863;"GAR2_38";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"908";2864;"GAR2_38";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"909";2865;"GAR2_39";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"910";2868;"GAR2_39";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"911";2869;"GAR2_39";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"912";2870;"GAR2_40";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"913";2871;"GAR2_40";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"914";2872;"GAR2_40";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"915";2873;"GAR2_41";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"916";2874;"GAR2_41";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"917";2875;"GAR2_41";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"918";2876;"GAR2_42";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"919";2877;"GAR2_42";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"920";2878;"GAR2_42";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"921";2879;"GAR2_43";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"922";2880;"GAR2_43";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"923";2881;"GAR2_43";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"924";2882;"GAR2_44";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"925";2883;"GAR2_44";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"926";2884;"GAR2_44";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"927";2885;"GAR2_45";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"928";2886;"GAR2_45";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"929";2887;"GAR2_45";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"930";2888;"GAR2_46";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"931";2889;"GAR2_46";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"932";2890;"GAR2_46";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"933";2891;"GAR2_47";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"934";2894;"GAR2_47";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"935";2895;"GAR2_47";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"936";2921;"MAR2_0";1;"Pestle";"";"";"Marandet";"Marandet";NA
"937";2922;"MAR2_0";2;"Pestle";"";"";"Marandet";"Marandet";NA
"938";2923;"MAR2_0";3;"Pestle";"";"";"Marandet";"Marandet";NA
"939";3265;"WAL_11";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"940";3266;"WAL_11";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"941";3267;"WAL_11";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"942";3268;"WAL_12";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"943";3269;"WAL_12";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"944";3270;"WAL_12";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"945";3271;"WAL_13";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"946";3272;"WAL_13";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"947";3273;"WAL_13";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"948";3274;"WAL_14";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"949";3275;"WAL_14";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"950";3276;"WAL_14";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"951";3277;"WAL_15";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"952";3279;"WAL_15";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"953";3280;"WAL_15";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"954";3281;"WAL_16";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"955";3282;"WAL_16";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"956";3283;"WAL_16";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"957";3286;"WAL_17";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"958";3287;"WAL_17";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"959";3288;"WAL_17";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"960";3289;"WAL_18";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"961";3290;"WAL_18";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"962";3291;"WAL_18";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"963";3292;"WAL_19";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"964";3293;"WAL_19";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"965";3294;"WAL_19";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"966";3295;"WAL_20";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"967";3296;"WAL_20";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"968";3297;"WAL_20";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"969";3298;"WAL_21";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"970";3299;"WAL_21";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"971";3300;"WAL_21";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"972";3301;"WAL_22";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"973";3302;"WAL_22";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"974";3303;"WAL_22";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"975";3306;"WAL_23";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"976";3307;"WAL_23";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"977";3308;"WAL_23";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"978";3309;"WAL_24";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"979";3310;"WAL_24";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"980";3311;"WAL_24";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"981";3312;"WAL_25";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"982";3313;"WAL_25";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"983";3314;"WAL_25";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"984";3315;"WAL_26";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"985";3316;"WAL_26";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"986";3317;"WAL_26";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"987";3321;"WAL_27";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"988";3322;"WAL_27";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"989";3324;"WAL_27";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"990";3327;"WAL_28";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"991";3328;"WAL_28";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"992";3329;"WAL_28";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"993";3330;"WAL_29";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"994";3331;"WAL_29";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"995";3332;"WAL_29";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"996";3333;"WAL_30";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"997";3334;"WAL_30";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"998";3335;"WAL_30";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"999";3345;"KAG2_13";1;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1000";3346;"KAG2_13";2;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1001";3347;"KAG2_13";3;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1002";3348;"KAG2_10";1;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1003";3349;"KAG2_10";2;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1004";3350;"KAG2_10";3;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1005";3351;"KAG2_1";1;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1006";3352;"KAG2_1";2;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1007";3353;"KAG2_1";3;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1008";3356;"KAG2_8";1;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1009";3357;"KAG2_8";2;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1010";3358;"KAG2_8";3;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1011";3359;"KAG2_15";1;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1012";3360;"KAG2_15";2;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1013";3361;"KAG2_15";3;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1014";3362;"KAG2_7";1;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1015";3363;"KAG2_7";2;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1016";3364;"KAG2_7";3;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1017";3365;"KAG2_5";1;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1018";3367;"KAG2_5";2;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1019";3368;"KAG2_5";3;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1020";3369;"KAG3_9";1;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1021";3370;"KAG3_9";2;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1022";3371;"KAG3_9";3;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1023";3372;"KAG3_7";1;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1024";3373;"KAG3_7";2;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1025";3374;"KAG3_7";3;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1026";3375;"KAG3_10";1;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1027";3376;"KAG3_10";2;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1028";3377;"KAG3_10";3;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1029";3378;"KAG3_3";1;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1030";3379;"KAG3_3";2;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1031";3380;"KAG3_3";3;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1032";3381;"KAG3_4";1;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1033";3382;"KAG3_4";2;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1034";3383;"KAG3_4";3;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1035";3386;"KAG3_11";1;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1036";3387;"KAG3_11";2;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1037";3388;"KAG3_11";3;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1038";3389;"KAG3_6";1;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1039";3391;"KAG3_6";2;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1040";3392;"KAG3_6";3;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1041";3393;"KAG5_8";1;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1042";3394;"KAG5_8";2;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1043";3395;"KAG5_8";3;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1044";3396;"KAG5_1";1;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1045";3397;"KAG5_1";2;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1046";3398;"KAG5_1";3;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1047";3399;"KAG5_11";1;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1048";3400;"KAG5_11";2;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1049";3401;"KAG5_11";3;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1050";3402;"KAG5_2";1;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1051";3404;"KAG5_2";2;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1052";3405;"KAG5_2";3;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1053";3406;"KAG5_2";4;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1054";3407;"KAG5_10";1;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1055";3408;"KAG5_10";2;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1056";3409;"KAG5_10";3;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1057";3410;"KAG5_9";1;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1058";3411;"KAG5_9";2;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1059";3412;"KAG5_9";3;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1060";3413;"KAG5_4";1;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1061";3414;"KAG5_4";2;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1062";3415;"KAG5_4";3;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1063";3416;"KAG5_6";1;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1064";3417;"KAG5_6";2;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1065";3418;"KAG5_6";3;"pottery";"";"";"Karey_Gorou";"Niger_Niamey";NA
"1066";3419;"ZIL_11";1;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"1067";3422;"ZIL_11";2;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"1068";3423;"ZIL_11";3;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"1069";3424;"ZIL_12";1;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"1070";3425;"ZIL_12";2;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"1071";3426;"ZIL_12";3;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"1072";3427;"ZIL_13";1;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"1073";3428;"ZIL_13";2;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"1074";3429;"ZIL_13";3;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"1075";3430;"ZIL_14";1;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"1076";3431;"ZIL_14";2;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"1077";3432;"ZIL_14";3;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"1078";3433;"ZIL_15";1;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"1079";3434;"ZIL_15";2;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"1080";3435;"ZIL_15";3;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"1081";3456;"MAR3_31";1;"pottery";"";"";"Marandet";"Marandet";NA
"1082";3457;"MAR3_31";2;"pottery";"";"";"Marandet";"Marandet";NA
"1083";3475;"MAR3_28";1;"pottery";"";"";"Marandet";"Marandet";NA
"1084";3476;"MAR3_28";2;"pottery";"";"";"Marandet";"Marandet";NA
"1085";3477;"MAR3_28";3;"pottery";"";"";"Marandet";"Marandet";NA
