Reading No;Time;Type;Duration;Units;Sequence;Flags;SAMPLE;LOCATION;INSPECTOR;MISC;NOTE;User Login;Mo;Mo Error;Zr;Zr Error;Sr;Sr Error;U;U Error;Rb;Rb Error;Th;Th Error;Pb;Pb Error;Se;Se Error;As;As Error;Hg;Hg Error;Au;Au Error;Zn;Zn Error;W;W Error;Cu;Cu Error;Ni;Ni Error;Co;Co Error;Fe;Fe Error;Mn;Mn Error;Cd;Cd Error;Ag;Ag Error;Bal;Bal Error;Nb;Nb Error;Y;Y Error;Bi;Bi Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Cr;Cr Error;V;V Error;Ti;Ti Error;Ce;Ce Error;La;La Error;Ba;Ba Error;Ca;Ca Error;K;K Error;Sc;Sc Error;S;S Error;Cs;Cs Error;Te;Te Error;Sb;Sb Error;Sn;Sn Error;Pd;Pd Error;Al;Al Error;P;P Error;Si;Si Error;Cl;Cl Error;Mg;Mg Error
20;19.09.2023 10:04;TestAll Geo;0,43;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;<LOD;305,49;<LOD;113,05;<LOD;300000;<LOD;96,71;<LOD;4902,75;<LOD;430,34;<LOD;74,09;<LOD;25,18;<LOD;3238,87;<LOD;300000;<LOD;893,52;<LOD;300000;<LOD;37389,29;<LOD;48033,43;<LOD;433,2;<LOD;877,32;<LOD;1118,04;<LOD;51708,05;<LOD;40110,04;<LOD;1,5;<LOD;591,45;<LOD;162,11;1292,09;451,11;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;2536,79;<LOD;1937,2;<LOD;12426,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;19.09.2023 10:07;TestAll Geo;1,95;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;<LOD;46,91;<LOD;99,13;<LOD;300000;<LOD;20,07;<LOD;349,52;<LOD;773,44;<LOD;1964,01;<LOD;1783,68;<LOD;15700;<LOD;300000;<LOD;3114,67;<LOD;300000;<LOD;5762,12;<LOD;17918,37;<LOD;1884,51;<LOD;16778,54;<LOD;19195,37;<LOD;3847,73;<LOD;2689,95;907407,81;113108,27;<LOD;494,57;<LOD;553,3;<LOD;215,86;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;2218,88;<LOD;1953,74;<LOD;14528,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;19.09.2023 10:07;TestAll Geo;1,9;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;<LOD;479,46;<LOD;2285,28;<LOD;300000;<LOD;57,71;<LOD;2716,74;<LOD;2801,33;<LOD;3729,46;<LOD;651,8;<LOD;72188,14;<LOD;300000;<LOD;11047,07;<LOD;300000;<LOD;14763,05;<LOD;26650,46;<LOD;10018,38;<LOD;12306,96;<LOD;2947,26;<LOD;19323,21;<LOD;15556,4;<LOD;1,5;<LOD;3484,62;<LOD;2444,06;1606,6;398,08;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;23777,26;<LOD;2993,32;<LOD;64463,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;19.09.2023 10:07;TestAll Geo;1,83;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;<LOD;3459,42;<LOD;123,55;<LOD;300000;<LOD;1584,52;<LOD;58745,16;<LOD;4785,43;<LOD;2709,2;<LOD;3375,92;<LOD;18373,73;<LOD;300000;<LOD;4872,6;<LOD;300000;<LOD;13308,36;<LOD;16653,07;<LOD;13229,97;<LOD;17702;<LOD;785,41;<LOD;6634,57;<LOD;5501,57;738806,56;274318,09;<LOD;3080,61;<LOD;478,29;<LOD;31222,85;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;1994,82;<LOD;1713,57;<LOD;12367,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;19.09.2023 10:07;TestAll Geo;2,13;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;<LOD;3426,16;<LOD;436,66;<LOD;300000;<LOD;63,43;<LOD;900,25;<LOD;1551,48;<LOD;3375,8;<LOD;357,16;<LOD;129367,27;<LOD;300000;<LOD;9666,53;<LOD;300000;<LOD;10837,98;<LOD;21941,55;<LOD;9070,97;<LOD;21915,43;<LOD;565,54;<LOD;20298,65;<LOD;16618,99;<LOD;1,5;<LOD;2359,8;<LOD;2357,35;<LOD;67,97;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;1377,14;<LOD;1924,01;<LOD;38240,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;19.09.2023 10:15;TestAll Geo;301,1;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;108,37;1,96;203,89;2,23;<LOD;3,46;159,62;2,31;5,26;0,51;28,98;2,47;<LOD;1,5;12,31;2,08;<LOD;21,99;0,47;0,11;155,49;5,68;<LOD;25,17;34,84;6,23;116,94;11,64;<LOD;68,54;43279,19;148,5;610,01;28,46;<LOD;5,41;<LOD;3,09;888515,56;449,85;17,08;1,28;25,25;1,49;<LOD;38,05;<LOD;1,5;<LOD;1,5;<LOD;1,5;229,86;19,01;131,06;7,04;4611,76;44,48;259,19;18,66;167,99;15,37;709,32;25,62;26249,19;173,32;31189,4;231,75;;;;;;;;;;;;;;;;;;;;;;;;
26;19.09.2023 10:20;TestAll Geo;301,1;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;107,32;1,97;201,9;2,24;<LOD;3,54;161,76;2,34;5,39;0,52;27,97;2,47;<LOD;1,5;11,88;2,07;<LOD;22,01;0,35;0,11;152,81;5,68;<LOD;25,15;32,36;6,22;108,22;11,67;<LOD;69,38;43379,96;149,61;654,08;29,16;<LOD;5,38;<LOD;3,09;888416,5;454,04;16,13;1,28;23,76;1,49;<LOD;38,65;<LOD;1,5;<LOD;1,5;<LOD;1,5;219,18;19,43;127,72;7,13;4611,14;45,04;282,23;18,67;172,14;15,24;708,63;25,36;26189,42;175,22;31371,36;235,25;;;;;;;;;;;;;;;;;;;;;;;;
27;19.09.2023 10:26;TestAll Geo;300,42;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;106,73;1,96;201,42;2,23;<LOD;3,48;159,71;2,33;5,4;0,52;26,95;2,44;<LOD;1,5;13,19;2,07;<LOD;21,8;0,44;0,11;160,1;5,76;<LOD;25,04;34,77;6,23;103,89;11,57;<LOD;69,05;43109,05;149;612,13;28,6;<LOD;5,37;<LOD;3,03;888842,44;450,66;16,03;1,27;25,03;1,49;<LOD;38,36;<LOD;1,5;<LOD;1,5;<LOD;1,5;240,04;18,84;133,1;7,09;4598,58;44,91;244,77;18,28;160,07;15,09;722,59;25,34;26103,45;174,79;31419,84;235,26;;;;;;;;;;;;;;;;;;;;;;;;
28;19.09.2023 10:31;TestAll Geo;301,08;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;109,26;1,98;204,22;2,25;<LOD;3,55;160,36;2,32;4,87;0,5;26,15;2,43;<LOD;1,5;14,35;2,08;<LOD;21,33;0,32;0,11;157,54;5,72;<LOD;24,68;35,09;6,25;112,06;11,66;<LOD;69,08;43448,74;149,55;602,05;28,5;<LOD;5,37;<LOD;3,11;888362,75;451,23;17,06;1,28;24,67;1,49;<LOD;37,98;<LOD;1,5;<LOD;1,5;<LOD;1,5;231,53;18,86;133,76;7,04;4589,3;44,4;262,73;18,57;160,06;15,2;701,12;25,43;26284,29;173,65;31484,91;232,99;;;;;;;;;;;;;;;;;;;;;;;;
29;19.09.2023 10:36;TestAll Geo;300,38;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;106,61;1,96;201,12;2,23;<LOD;3,51;158,25;2,32;5,43;0,52;25,5;2,42;<LOD;1,5;12,7;2,05;<LOD;21,84;0,37;0,11;149,16;5,62;<LOD;24,78;35,1;6,25;121,21;11,78;<LOD;69,29;43124,39;149,12;596,03;28,42;<LOD;5,3;<LOD;3,03;888769,25;450,37;16,11;1,27;23,98;1,47;<LOD;38,39;<LOD;1,5;<LOD;1,5;<LOD;1,5;226,16;18,94;134,93;7,09;4587,94;44,69;254,38;18,27;160,86;15,02;711,37;25,17;26195,85;174,49;31377,81;234,21;;;;;;;;;;;;;;;;;;;;;;;;
30;19.09.2023 10:42;TestAll Geo;300,04;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;106,94;1,97;202,59;2,25;<LOD;3,53;159,66;2,34;5,2;0,51;27,61;2,47;<LOD;1,5;12,36;2,08;<LOD;21,66;0,32;0,11;154,12;5,72;<LOD;25,58;33,43;6,26;118,01;11,75;<LOD;69,34;43496,77;150,39;653,3;29,23;<LOD;5,4;<LOD;3,08;888162,25;453,19;16,45;1,28;24,29;1,49;<LOD;38,12;<LOD;1,5;<LOD;1,5;<LOD;1,5;215,98;19,16;134,37;7,13;4598,8;44,83;270,76;18,52;167,92;15,17;728,03;25,39;26319,87;175,19;31481,04;234,89;;;;;;;;;;;;;;;;;;;;;;;;
31;19.09.2023 10:47;TestAll Geo;300,45;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;110,04;1,97;203,36;2,24;<LOD;3,48;160,33;2,32;5,2;0,51;26,45;2,42;<LOD;1,5;12,96;2,06;<LOD;21,69;0,51;0,11;156,07;5,69;<LOD;24,86;28,91;6,14;124,12;11,73;<LOD;68,73;43437,98;149,12;626,36;28,72;<LOD;5,44;<LOD;3,15;888520,5;451,86;16,5;1,28;26,1;1,5;<LOD;38,58;<LOD;1,5;<LOD;1,5;<LOD;1,5;232,47;18,96;133,2;7,1;4612,97;44,88;261,65;18,62;172,73;15,36;719,85;25,59;26219,27;174,65;31255,95;233,99;;;;;;;;;;;;;;;;;;;;;;;;
32;19.09.2023 10:52;TestAll Geo;301,02;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;106,77;1,98;201,85;2,25;<LOD;3,55;158,64;2,34;5,4;0,52;26;2,44;<LOD;1,5;13,85;2,08;<LOD;22,09;0,26;0,1;152,7;5,7;<LOD;24,93;36,23;6,3;122,03;11,83;<LOD;69,53;43148,27;150,02;635,03;29,06;<LOD;5,31;<LOD;3,08;888922,75;454,31;16,58;1,29;23,95;1,49;<LOD;39,09;<LOD;1,5;<LOD;1,5;<LOD;1,5;231,15;18,99;139,7;7,15;4588,25;44,84;258,68;18,31;161,33;15,02;707,41;25,15;26103,74;174,81;31372,25;235,02;;;;;;;;;;;;;;;;;;;;;;;;
33;19.09.2023 10:58;TestAll Geo;301;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;106,8;1,96;203,89;2,23;<LOD;3,53;159,81;2,32;5,68;0,52;28,47;2,46;<LOD;1,5;14,13;2,1;<LOD;21,48;0,44;0,11;154,7;5,65;<LOD;24,57;27,25;6,1;127,8;11,74;<LOD;68,62;43419,68;148,74;621,08;28,61;<LOD;5,4;<LOD;3,1;888496,56;451,3;16,54;1,28;24,79;1,48;<LOD;39,04;<LOD;1,5;<LOD;1,5;<LOD;1,5;229,13;18,94;132,9;7,1;4596,31;44,84;269,93;18,62;167,16;15,25;704,5;25,42;26170,61;174,7;31487,89;235,1;;;;;;;;;;;;;;;;;;;;;;;;
34;19.09.2023 11:03;TestAll Geo;300,36;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;107,66;1,96;200,63;2,22;<LOD;3,54;159,7;2,31;5,05;0,51;26,45;2,43;<LOD;1,5;13,32;2,06;<LOD;21,67;0,36;0,11;154,12;5,66;<LOD;24,58;36,67;6,24;113,08;11,57;<LOD;68,49;43351,14;148,87;638,58;28,83;<LOD;5,42;<LOD;3,06;888224,63;454,28;17,27;1,29;25,26;1,5;<LOD;37,62;<LOD;1,5;<LOD;1,5;<LOD;1,5;240,41;19,08;138,58;7,18;4637,92;45,14;283,27;18,72;175,22;15,31;742,32;25,57;26203,76;175,07;31729,04;236,29;;;;;;;;;;;;;;;;;;;;;;;;
35;19.09.2023 11:09;TestAll Geo;300,64;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;107,17;1,96;203,02;2,23;<LOD;3,53;160,57;2,33;5,71;0,52;27,54;2,45;<LOD;1,5;11,72;2,05;<LOD;21,69;0,27;0,1;155,07;5,68;<LOD;24,87;34,69;6,22;116,9;11,67;<LOD;68,83;43371,75;148,93;639,04;28,87;<LOD;5,44;<LOD;3,07;888309,94;450,1;16,68;1,28;23,99;1,48;<LOD;38,85;<LOD;1,5;<LOD;1,5;<LOD;1,5;230,18;18,92;138,93;7,09;4629,75;44,53;264,33;18,56;168,14;15,25;735,93;25,56;26343,5;173,55;31367,81;232,18;;;;;;;;;;;;;;;;;;;;;;;;
36;19.09.2023 11:14;TestAll Geo;300,92;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;107,09;1,96;202,49;2,24;5,23;2,39;160,17;2,33;5,32;0,51;28,2;2,46;<LOD;1,5;11,74;2,07;<LOD;21,94;0,41;0,11;150,79;5,65;<LOD;25,3;38,68;6,3;123,17;11,73;<LOD;68,77;43205,52;149;631,98;28,84;<LOD;5,36;<LOD;3,04;888593,81;448,53;15,58;1,26;24,2;1,47;<LOD;38,1;<LOD;1,5;<LOD;1,5;<LOD;1,5;229,97;18,81;135,84;7,08;4620,68;44,71;263,18;18,41;169,09;15,14;720,33;25,29;26222,38;174,02;31425,1;233,61;;;;;;;;;;;;;;;;;;;;;;;;
37;19.09.2023 11:41;TestAll Geo;1,7;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;92,86;34,18;222,68;42,18;<LOD;60,88;166,24;41,63;<LOD;2196,54;<LOD;79,77;<LOD;20,05;<LOD;90,81;<LOD;369,01;<LOD;3,5;169,99;104,88;<LOD;404,34;<LOD;159,71;<LOD;324,07;<LOD;1233,79;43572,43;2701,23;<LOD;799,11;<LOD;132,35;<LOD;115,35;948970,88;5061,74;<LOD;28,8;<LOD;36,71;<LOD;541,79;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;1346,52;<LOD;1149,83;<LOD;5345,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;19.09.2023 11:47;TestAll Geo;300,14;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;107,09;1,96;196,41;2,21;<LOD;3,52;156,91;2,31;5,48;0,52;25,82;2,43;<LOD;1,5;11,64;2,04;<LOD;21,6;0,38;0,11;147,12;5,61;<LOD;25,27;33;6,22;114,01;11,68;<LOD;68,89;42677;148,54;622,93;28,8;<LOD;5,41;<LOD;3,03;891263,06;441,7;16,27;1,27;25,02;1,48;<LOD;37,99;<LOD;1,5;<LOD;1,5;<LOD;1,5;219,17;19,17;134,53;7,05;4536,66;44,05;262,19;18,42;171,06;15,18;742,01;25,41;25023,37;169,11;30547,49;229,6;;;;;;;;;;;;;;;;;;;;;;;;
41;19.09.2023 12:32;TestAll Geo;300,75;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;<LOD;62,7;<LOD;60,42;<LOD;300000;22651,08;163,45;15098,85;1281,86;<LOD;136,32;30573,96;219,59;4405,47;72,3;543378,06;1514,09;<LOD;300000;9475,79;157,08;<LOD;300000;19110,43;221,87;1718,21;119,04;701,01;105,43;6453,33;236,58;1652,56;187,07;<LOD;96,33;305809,94;1018,68;<LOD;1,5;435,8;19,81;<LOD;51,6;<LOD;652,56;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;148,35;<LOD;27,19;1320,86;57,26;541,38;191,42;286,18;153,44;541,78;238,21;18302,45;279,29;17431,98;311,52;;;;;;;;;;;;;;;;;;;;;;;;
44;19.09.2023 12:43;TestAll Geo;300,87;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;<LOD;121,93;<LOD;38,99;<LOD;300000;<LOD;41,37;<LOD;5893,99;<LOD;195,52;<LOD;113,2;<LOD;106,95;<LOD;3318,28;<LOD;300000;299,9;171,03;<LOD;300000;<LOD;620,67;1638,67;719,26;<LOD;441,37;7821,24;748,35;650,1;357,41;<LOD;484,19;<LOD;276,78;338714,88;72416,36;<LOD;93,81;68,76;36,85;<LOD;1386,42;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;877,16;<LOD;160,3;812,55;201,72;<LOD;3723,04;<LOD;2863,09;<LOD;4191,76;7457,98;671,05;59059,12;3811,87;;;;;;;;;;;;;;;;;;;;;;;;
45;19.09.2023 12:57;TestAll Geo;300,44;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;<LOD;791,51;<LOD;44,2;<LOD;300000;<LOD;359,18;<LOD;18310,16;556036,25;14175,74;97,59;55,97;29266,14;960,46;<LOD;471,7;<LOD;300000;132,76;27,74;<LOD;300000;99,18;37,25;508,19;75,48;343,42;62,06;494,71;106,4;557,59;119,21;<LOD;21,78;344,19;28,28;353658,5;18047,17;357,54;177,66;<LOD;227,31;<LOD;5392,24;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;66,72;44,11;10,43;<LOD;45,19;531,09;101,92;316,01;80,93;675,41;123,74;46342,81;1061,55;2247,36;171,48;;;;;;;;;;;;;;;;;;;;;;;;
46;19.09.2023 13:07;TestAll Geo;463,16;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;90,43;8,49;58,18;2,58;<LOD;300000;18,69;4,09;<LOD;543,37;1016;20,63;<LOD;4,22;654,09;24,64;<LOD;63,47;<LOD;300000;5573,47;56,4;<LOD;300000;228150,75;1133,32;85,5;22,27;<LOD;25,18;2063,96;42,42;<LOD;35,37;<LOD;8,94;101,6;6,5;717377,31;1322,78;<LOD;3,73;15,72;2,78;<LOD;136,25;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;19,09;17,16;3,18;393,19;11,47;167,13;26,64;83,19;21,63;189,48;34,3;39605,47;217,69;4019,93;76,82;;;;;;;;;;;;;;;;;;;;;;;;
48;19.09.2023 14:58;TestAll Geo;300,07;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;108,81;1,97;202,88;2,24;<LOD;3,49;158,15;2,31;4,95;0,51;28,78;2,48;<LOD;1,5;14,12;2,11;<LOD;21,84;0,43;0,11;157,68;5,73;<LOD;25,04;32,51;6,22;131,12;11,83;<LOD;68,77;43112,2;149,09;604,63;28,53;<LOD;5,4;<LOD;3,08;889353,13;445,1;17,16;1,27;25,05;1,48;<LOD;37,56;<LOD;1,5;<LOD;1,5;<LOD;1,5;214,84;19,14;137,58;7,07;4549,87;44,05;266,81;18,4;167,09;15,09;693,62;25,11;26366,37;173,26;30648,33;229,16;;;;;;;;;;;;;;;;;;;;;;;;
52;19.09.2023 15:39;TestAll Geo;300,89;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;<LOD;126,1;<LOD;8,26;<LOD;300000;4092,01;135,75;73784,94;3747,46;1985,16;81,68;<LOD;30,5;862,72;75,84;1024,34;153,14;<LOD;300000;224,26;63,29;<LOD;300000;117565,55;3291,07;<LOD;128,75;<LOD;105,01;2233,43;157,31;<LOD;187,9;<LOD;82,78;411458,91;14198,45;364269,69;21878,94;<LOD;90,45;<LOD;45,03;<LOD;3103,94;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;44,78;69,79;7,53;641,15;28,73;233,2;145,54;<LOD;173,91;366,94;189,96;14330,2;406,23;9253;181,32;;;;;;;;;;;;;;;;;;;;;;;;
53;19.09.2023 15:46;TestAll Geo;302,73;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;<LOD;237,04;40,17;7,51;<LOD;300000;5081,21;175,99;154774,8;6863,6;1676,69;68,68;<LOD;41,07;1849,57;110,94;1270,17;125,91;<LOD;300000;190,92;41,38;<LOD;300000;53469,65;1634,9;266,28;75,03;<LOD;86,52;3355,79;171,25;<LOD;158,3;<LOD;81,91;373685,03;12887,02;353753,25;22345;<LOD;86,91;<LOD;42,3;<LOD;2855,81;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;44,8;58,93;7,62;1091,89;42,84;<LOD;183,22;<LOD;155,97;266,14;167,09;40311,55;1164,75;9533,61;220,79;;;;;;;;;;;;;;;;;;;;;;;;
54;19.09.2023 15:53;TestAll Geo;302,52;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;<LOD;104,07;387,32;13,1;<LOD;300000;4138,1;104,62;82630,53;3091,21;1158,65;42,94;<LOD;21,93;987,85;56,34;631,55;93,15;<LOD;300000;143,14;34,09;<LOD;300000;41117,86;935,74;622,95;71,16;<LOD;76,28;2117,71;122,07;<LOD;144,83;<LOD;55,86;250789,28;6596,06;470556,91;13588,17;<LOD;104,06;<LOD;45,04;<LOD;3108,59;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;35,76;25,27;5,75;880,07;29,62;223,66;94,3;116,08;75,85;248,64;119,73;98399,79;1990,49;10082,27;183,54;;;;;;;;;;;;;;;;;;;;;;;;
56;19.09.2023 16:10;TestAll Geo;300,16;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;78,14;19,85;475,02;9,63;<LOD;300000;30,92;9,57;<LOD;1312,29;4342,71;66,79;<LOD;8,4;575,33;53,61;200,16;63,99;<LOD;300000;40769,43;327,95;<LOD;300000;222480,55;1646,23;124,12;29,15;<LOD;42,61;4407,88;77,38;<LOD;47,3;37,91;8,61;162,06;8,78;552317,44;2872,95;<LOD;7,84;52,02;6,99;<LOD;365,66;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;31,48;8,21;5,2;556,62;20,97;77,12;29,87;<LOD;36,87;<LOD;58,84;167776,22;881,56;4703,95;117,81;;;;;;;;;;;;;;;;;;;;;;;;
58;19.09.2023 16:23;TestAll Geo;300,62;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;107,09;1,98;201,33;2,25;<LOD;3,53;157,09;2,33;5,3;0,52;25,29;2,43;<LOD;1,5;13,38;2,07;<LOD;22,17;0,36;0,11;146,01;5,63;<LOD;25,27;30,57;6,23;122,89;11,83;<LOD;69,55;42982,61;150,09;658,73;29,41;<LOD;5,39;<LOD;3,06;890453,13;447,74;15,95;1,28;25,49;1,5;<LOD;39,24;<LOD;1,5;<LOD;1,5;<LOD;1,5;243,46;18,94;139,15;7,08;4531,2;44,3;246,72;18,32;162,3;15,13;697,19;25,27;25503,13;171,86;30584,83;231,15;;;;;;;;;;;;;;;;;;;;;;;;
60;19.09.2023 17:02;TestAll Geo;301,01;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;<LOD;436,96;174,9;12,39;<LOD;300000;292,5;138,99;<LOD;15539,35;110887,46;3472,34;<LOD;69,46;3830,86;347,92;<LOD;221,52;<LOD;300000;2793,33;93,48;<LOD;300000;251113,47;5521,07;352,18;46,24;<LOD;53,38;2190,37;85,04;<LOD;78,9;83,98;14,95;396,27;18,33;409627,03;6424,65;<LOD;133,21;193,53;57,47;<LOD;4694,08;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;42,14;26,31;6,84;345,54;23,6;<LOD;72,42;<LOD;58,94;<LOD;97,64;198569,09;3085,73;2734,2;143,99;;;;;;;;;;;;;;;;;;;;;;;;
64;19.09.2023 17:49;TestAll Geo;300,6;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;306,24;4,39;42,31;1,58;<LOD;300000;11,77;1,36;<LOD;139,63;<LOD;2,85;<LOD;1,58;<LOD;4,8;<LOD;34,88;<LOD;300000;<LOD;6,78;<LOD;300000;<LOD;15,26;<LOD;31,98;<LOD;133,82;128008,38;501,24;290,52;40,61;<LOD;8,5;<LOD;5,29;844704,19;665,08;7,58;1,54;5,71;1,25;<LOD;37,46;<LOD;1,5;<LOD;1,5;<LOD;1,5;99,89;22,19;45,6;5,86;981,33;25,14;189,94;25,4;104,82;20,71;272,58;32,97;20430,43;167,3;4527,67;112,71;;;;;;;;;;;;;;;;;;;;;;;;
68;19.09.2023 18:16;TestAll Geo;301,19;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;107,2;1,95;199,23;2,21;5,3;2,36;157,5;2,29;5;0,5;26,14;2,41;<LOD;1,5;12,82;2,04;<LOD;21,54;0,37;0,11;153,49;5,63;<LOD;24,81;32,04;6,16;130,62;11,73;<LOD;68,32;42882,25;147,63;632,78;28,59;<LOD;5,37;<LOD;3,03;889889,69;445,94;17,54;1,27;24,39;1,47;<LOD;37,41;<LOD;1,5;<LOD;1,5;<LOD;1,5;221,45;19,31;138,07;7,17;4571,6;44,73;270,59;18,39;175,22;15,12;732,05;25,22;25445,79;172,14;31067,58;233,7;;;;;;;;;;;;;;;;;;;;;;;;
69;21.09.2023 10:17;TestAll Geo;300,73;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;105,17;1,96;203,13;2,25;<LOD;3,47;157,26;2,32;5,43;0,52;27,2;2,45;<LOD;1,5;12,5;2,07;<LOD;21,65;0,42;0,11;152,67;5,69;<LOD;25,23;28,19;6,16;114,29;11,71;<LOD;69,1;43054,98;149,39;643,19;29,04;<LOD;5,41;<LOD;3,08;890366,69;444,96;15,7;1,27;25,4;1,49;<LOD;38,21;<LOD;1,5;<LOD;1,5;<LOD;1,5;237,57;18,88;135,26;7,04;4602,94;44,41;264,78;18,55;166,12;15,22;711,66;25,42;25474,69;170,78;30635,36;230,01;;;;;;;;;;;;;;;;;;;;;;;;
70;21.09.2023 10:22;TestAll Geo;301,27;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;109,43;1,97;203;2,24;<LOD;3,48;158,34;2,31;5,04;0,51;26,95;2,44;<LOD;1,5;14,38;2,09;<LOD;21,62;0,35;0,11;151,65;5,64;<LOD;24,82;33,13;6,21;116,95;11,71;<LOD;68,98;43145,66;148,85;655,53;29,12;<LOD;5,41;<LOD;3,09;890374;444,43;16,27;1,28;24,47;1,48;<LOD;37,97;<LOD;1,5;<LOD;1,5;<LOD;1,5;226,24;19,01;132,82;7,02;4558,76;44,07;269,62;18,5;157,72;15,07;713,94;25,3;25394,66;169,93;30587,32;229,13;;;;;;;;;;;;;;;;;;;;;;;;
