Reading No;Time;Type;Duration;Units;Sequence;Flags;SAMPLE;LOCATION;INSPECTOR;MISC;NOTE;User Login;Mo;Mo Error;Zr;Zr Error;Sr;Sr Error;U;U Error;Rb;Rb Error;Th;Th Error;Pb;Pb Error;Se;Se Error;As;As Error;Hg;Hg Error;Au;Au Error;Zn;Zn Error;W;W Error;Cu;Cu Error;Ni;Ni Error;Co;Co Error;Fe;Fe Error;Mn;Mn Error;Cd;Cd Error;Ag;Ag Error;Bal;Bal Error;Nb;Nb Error;Y;Y Error;Bi;Bi Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Cr;Cr Error;V;V Error;Ti;Ti Error;Ce;Ce Error;La;La Error;Ba;Ba Error;Ca;Ca Error;K;K Error;Sc;Sc Error;S;S Error;Cs;Cs Error;Te;Te Error;Sb;Sb Error;Sn;Sn Error;Pd;Pd Error;Al;Al Error;P;P Error;Si;Si Error;Cl;Cl Error;Mg;Mg Error
123;25.09.2023 12:34;TestAll Geo;330,25;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;404,82;4,45;216,03;3,27;<LOD;4,02;65,36;2,31;4,96;0,69;35,6;3,67;<LOD;1,76;7,07;2,97;<LOD;31,04;0,41;0,15;88,42;6,68;<LOD;33,89;65,82;9,19;89,94;15,88;<LOD;95,59;35012,77;190,45;327,56;34,94;<LOD;6,27;<LOD;3,58;557338,63;2418,63;39,7;1,94;103,35;2,57;<LOD;42,92;<LOD;1,5;<LOD;1,5;<LOD;1,5;155,4;10,7;157,07;6,78;7239,94;55,33;422,08;22,76;242,5;18,17;845,63;23,71;3534,79;55,35;10920,12;122,16;<LOD;1,66;323,39;80,51;20,55;7,84;440,15;14,79;50,77;5,97;<LOD;0,66;42,31;5,31;114350,52;1214;760,88;51,85;260451,53;1107,12;2703,82;33,62;<LOD;1266,26
124;25.09.2023 13:04;TestAll Geo;330,24;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;379,76;4,9;257,45;3,98;<LOD;4,72;73,27;2,72;<LOD;206,43;61,66;4,85;<LOD;2,64;<LOD;8,34;<LOD;39,16;<LOD;0,26;102,19;7,97;<LOD;43,3;56,17;11,34;38,31;19,02;<LOD;88,45;32150,4;204,47;330,36;38,76;<LOD;8,74;<LOD;5,29;585328,31;2753,39;37,6;2,27;180,88;3,68;<LOD;50,28;<LOD;1,5;<LOD;1,5;<LOD;1,5;75,73;5,64;149,85;7,09;4505,71;36,93;287,85;28,21;164,52;22,85;467,03;28,82;1816,52;28,33;6162,63;66,85;<LOD;0,85;296,28;47,44;<LOD;14,62;349,93;18,62;25,39;7,57;<LOD;0,84;28,55;6,65;97494,08;1314,95;<LOD;106,46;247939,13;1230,18;4583,9;53,8;<LOD;1711,08
125;25.09.2023 13:16;TestAll Geo;330,49;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;390,35;4,7;228,25;3,59;4,69;2,97;67,97;2,5;4,45;0,73;42,6;4,16;<LOD;2,44;6,6;3,34;<LOD;36,01;0,41;0,17;105,76;7,58;<LOD;39,72;66,38;10,7;100,42;18,44;84,06;53,74;29055,91;185,71;367,49;37,67;<LOD;8,15;<LOD;4,88;632281,5;2354,6;36,75;2,07;123,76;2,96;<LOD;45,06;<LOD;1,5;<LOD;1,5;<LOD;1,5;56,76;5,94;130,81;6,34;4382,24;38,57;442,09;29,07;256,82;23,23;1240,01;32,82;2105,31;32,23;7128,96;75,47;<LOD;0,94;301,93;51,33;93,89;10,51;496,05;19,59;83,82;8,06;<LOD;0,88;41,19;6,84;86840,01;1128,62;180,26;63,41;215680,69;1086,17;4508,71;48,61;<LOD;1433,82
126;25.09.2023 13:53;TestAll Geo;330,54;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;319,6;4,4;642,95;5,53;<LOD;4,55;56,61;2,34;5,56;0,89;298,37;8,02;<LOD;2,12;<LOD;12,71;<LOD;32,37;0,28;0,16;66,42;6,18;<LOD;34,02;269,97;12,8;106,28;16,05;<LOD;82,76;23449,26;156,29;418,49;35,97;<LOD;6,3;<LOD;3,56;529294,44;2688,34;33,31;1,95;116,91;2,79;<LOD;52,81;<LOD;1,5;<LOD;1,5;<LOD;1,5;134,01;10,84;223,32;7,45;8246,72;62,5;448,06;23,77;256,07;18,95;1993,94;28,25;8266,17;76,84;13001,29;128,98;3,13;1,53;577,05;87,06;33,58;7,8;427,85;14,48;43,15;5,8;<LOD;0,64;30,19;5;123238,09;1344,18;4203,69;85,14;277663,72;1218,12;2212,67;33,23;<LOD;1401,26
127;25.09.2023 14:30;TestAll Geo;330;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;318,07;4,43;529,85;5,17;<LOD;4,41;51,75;2,31;4,95;0,93;369,31;9,05;<LOD;2,26;<LOD;14,59;<LOD;33,4;0,5;0,17;55,76;6,16;<LOD;36,11;241,72;13,05;53,64;16,54;103,19;48,05;24709,82;165;652,04;41,34;<LOD;7,54;<LOD;4,38;644634,19;2279,52;32,36;1,99;114,69;2,86;<LOD;54,8;<LOD;1,5;<LOD;1,5;<LOD;1,5;83,37;7,51;250,64;7,18;5201,46;49,89;377,49;26,52;227,12;21,43;1919,91;34,03;5316,66;50,6;7961,02;85,21;3,01;1,03;715,57;68,3;72,61;9,72;496,47;18,26;65,1;7,34;<LOD;0,81;41,8;6,39;74940,18;1047,39;3154,22;87,05;212718,09;1096,18;3377,54;42,92;<LOD;1440,74
128;25.09.2023 14:46;TestAll Geo;330,57;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;317,42;4,39;642,4;5,53;<LOD;4,55;53,86;2,31;5,89;0,89;292,84;7,95;<LOD;2,03;<LOD;12,77;<LOD;31,09;0,43;0,16;67,69;6,2;<LOD;33,67;282,52;12,99;<LOD;28,21;104,96;44,81;22565,3;153,37;420,66;35,84;<LOD;6,38;<LOD;3,67;559248,06;2539,48;33,25;1,94;114,28;2,76;<LOD;52,65;<LOD;1,5;<LOD;1,5;<LOD;1,5;103,58;9,74;233,71;7,16;7854,08;59,5;408,76;23,73;221,25;18,87;1940,2;28,74;7616,16;69,3;11448,21;114,67;2,51;1,38;551,39;79,24;27,89;7,97;426,45;14,83;49,74;6;<LOD;0,65;32,26;5,17;109890,91;1243,48;3918,52;83,42;263608,5;1190,99;2244,64;33,56;<LOD;1347,34
129;25.09.2023 15:17;TestAll Geo;330,03;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;361,88;4,44;354,18;4,21;<LOD;4,24;58,32;2,32;5,51;0,75;76,49;4,71;<LOD;2,05;10,07;3,8;<LOD;32,06;0,37;0,16;64,55;6,16;<LOD;34,91;74,92;10,01;71,25;16,53;<LOD;71,28;25113,54;164,33;452,76;37,08;<LOD;7,35;<LOD;4,23;581588,63;2536,11;37,94;2,01;139,42;2,96;<LOD;46,05;<LOD;1,5;<LOD;1,5;<LOD;1,5;117,79;7,41;186,65;6,93;5545,26;47,35;385,35;25,57;220,56;20,46;884,09;28,2;3138,37;40,43;8396,02;85,77;1,49;0,81;283,03;56,57;<LOD;13,76;418,77;17,28;46,54;7,01;<LOD;0,78;37,92;6,17;101174,07;1244,89;715,46;66,53;254622,89;1185,87;3271,7;42,61;<LOD;1491,54
130;25.09.2023 15:28;TestAll Geo;426,42;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;<LOD;380,03;161,91;11,37;<LOD;300000;262,49;120,93;<LOD;13692,56;107474,56;3081,77;<LOD;63;3475,49;322,13;<LOD;218,81;<LOD;300000;2760,52;90,1;<LOD;300000;254379,81;5347,96;313,64;45,95;<LOD;54,19;2404,07;86,94;<LOD;75,83;82,92;21,05;348,22;23,94;292629,19;12205,32;<LOD;100,24;202,85;45,81;<LOD;3587,41;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;38,04;15,5;4,86;88,28;16,93;<LOD;107,11;<LOD;88,23;<LOD;137,37;80558,52;200,87;1589,85;65,38;<LOD;5,75;18480,34;268,42;;;;;;;;;;;21241,44;2359,06;<LOD;2252,36;65934,38;3116,77;37349,52;1924,62;<LOD;6203,73
131;25.09.2023 15:35;TestAll Geo;330,06;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;147,06;7,04;62,74;3,63;<LOD;300000;18,92;3,04;<LOD;310,34;<LOD;7,16;<LOD;5,91;<LOD;9,8;<LOD;85,03;<LOD;300000;<LOD;18,75;<LOD;300000;<LOD;39,11;121,26;52,3;<LOD;301,78;245597,88;1587,48;416,99;77,28;<LOD;16,22;<LOD;10,14;666271,44;3469,68;8,22;2,78;3,34;2,18;<LOD;75,76;<LOD;1,5;<LOD;1,5;<LOD;1,5;130,88;7,96;24,93;7,45;643,08;32,74;233,64;47,21;124,04;38,16;<LOD;73,24;1821,05;39,72;906,27;59,9;<LOD;1,28;591,2;89,22;<LOD;27,49;299,8;34,69;<LOD;21,05;<LOD;1,59;33,1;13,12;<LOD;1508,55;1604,12;124,54;62429,65;704,24;9466,57;97,46;<LOD;3761,87
132;25.09.2023 15:42;TestAll Geo;330,14;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;192,67;14,37;164,74;6,43;<LOD;300000;27,25;6,66;<LOD;864,05;1102,48;33,66;<LOD;8,43;177,99;34,34;<LOD;93,04;<LOD;300000;1700,01;69,26;<LOD;300000;208320,81;1933,22;<LOD;63,73;<LOD;183,42;96845,71;621,9;<LOD;78,12;<LOD;14,56;64,54;8,33;345790,53;6336,81;8,62;4,11;21,72;4,55;<LOD;214,73;<LOD;1,5;<LOD;1,5;<LOD;1,5;148,35;9,12;52,35;7,19;1159,38;32,27;208,99;42,51;127,01;34,84;281,48;54,67;46992,13;203,18;3405,44;98,49;6,61;3,97;2757,77;161,66;<LOD;22;188,23;27,15;224,67;15,2;10,63;1,14;21,63;10,57;41648,42;1691,14;2277,38;721,71;185528,3;1406,15;23294,38;180,61;<LOD;4320,05
133;25.09.2023 15:51;TestAll Geo;330,23;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;108,27;2,73;201,94;3,09;<LOD;4,86;158,82;3,22;5,94;0,73;29,43;3,45;<LOD;1,9;10,74;2,87;<LOD;31,08;<LOD;0,21;155,68;7,89;<LOD;34,78;33,67;8,6;120,31;16,17;<LOD;98,21;42878,13;205,47;626,81;39,78;<LOD;6,94;<LOD;4,18;581710,81;2765,97;16,1;1,59;23,48;1,84;<LOD;48,03;<LOD;1,5;<LOD;1,5;<LOD;1,5;224,4;12,03;135,25;7,44;4580,2;48,52;285,49;23,18;183,36;19,03;624,14;25,51;21859,43;140,45;29095,63;216,5;25,61;2,82;650,57;118,94;35,92;8,9;448,76;16,77;56,48;6,81;<LOD;0,77;38,4;5,93;132638,73;1551,16;1364,81;74,38;165822,48;880,62;6531,38;59,39;<LOD;1689,8
134;25.09.2023 16:00;TestAll Geo;330,47;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;31,41;17,18;170,74;7,83;<LOD;300000;51,25;8,79;<LOD;1119,51;1206,24;42,25;<LOD;11,43;407,91;45,07;<LOD;140,01;<LOD;300000;6947,26;122,22;<LOD;300000;252798,88;2568,45;194,57;48,73;<LOD;56,7;3096,28;95,55;<LOD;73,97;<LOD;21,52;271,47;15,99;397845,72;7696,2;<LOD;7,73;8,42;5,42;<LOD;279,09;<LOD;1,5;<LOD;1,5;<LOD;1,5;39,55;4,07;<LOD;6,47;60,49;14,76;<LOD;82,14;<LOD;69,18;260,38;76,57;16810,53;77,33;1712,57;47,17;<LOD;2,24;1433,71;71,79;<LOD;26,01;84,55;32,78;194,1;18,84;82,76;2,53;<LOD;20,03;14417,16;1770,02;8312,01;934,38;176188,67;1668,57;43949,32;393,09;<LOD;5897,85
135;25.09.2023 16:07;TestAll Geo;330,48;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;163,46;31,01;402,56;13,08;<LOD;300000;33,43;14,76;<LOD;2019,91;4395,43;100,82;<LOD;15,17;744,79;82,23;243,25;99,68;<LOD;300000;36580,73;438,85;<LOD;300000;254292,22;2772,52;169,96;44,54;<LOD;63,22;4684,19;113,65;<LOD;69,59;40,2;11,78;121,26;9,85;377807,28;7069,45;<LOD;11,04;53,44;9,54;<LOD;506,06;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;33,86;8,53;5,4;417,12;19,47;98,37;41,23;55,77;34,25;<LOD;80,37;88569,16;271,97;2881,08;97,37;<LOD;7,75;3145,7;169,78;<LOD;20,49;93,7;25,82;487,59;18,46;439,14;3,99;17,37;10,95;23383,76;1469,33;3321,05;666,86;138233,81;1407,6;11108,23;130,8;<LOD;4656,64
136;26.09.2023 09:09;TestAll Geo;330,51;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;110,01;2,78;200,28;3,14;<LOD;4,89;159,78;3,27;5,11;0,72;27,04;3,44;<LOD;1,93;12,48;2,91;<LOD;31,97;0,42;0,15;147,4;7,88;<LOD;34,86;38,32;8,87;111,14;16,47;<LOD;100,45;42816,59;209,05;595,33;40,05;<LOD;7,01;<LOD;4,03;608552,5;2603,01;16,4;1,62;23,07;1,86;<LOD;47,84;<LOD;1,5;<LOD;1,5;<LOD;1,5;204,76;11,49;133,83;7,28;4545,97;47,89;269,09;23,3;160,06;19,02;616,36;25,54;20858,65;133,96;27850,66;206,94;24,54;2,69;601,89;113,62;28,5;8,9;459,1;16,9;63,14;6,89;<LOD;0,76;35,78;5,89;118107,7;1425,14;1249,25;71,78;155192,22;852,78;6302,72;57,67;<LOD;1643,59
137;26.09.2023 09:19;TestAll Geo;330,62;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;<LOD;171,58;43,1;13,09;<LOD;300000;1278,2;62,72;24023,79;4793,83;3737,69;130,22;<LOD;55,1;365,39;140,86;1292,74;323,25;<LOD;300000;<LOD;199,74;<LOD;300000;210885,23;2610,76;<LOD;258,42;<LOD;195,72;2195,65;253,97;<LOD;349,72;<LOD;124,28;368465,75;786,46;<LOD;1,5;<LOD;45,05;<LOD;35,21;<LOD;1894,22;<LOD;1,5;<LOD;1,5;<LOD;1,5;43,48;3,99;28,52;3,44;707,37;29,47;<LOD;249,63;217,59;139,51;526,11;219,6;13122,47;65,1;9206,53;78,37;<LOD;1,82;1834,83;74,51;<LOD;36,57;<LOD;64,68;<LOD;34,6;226,97;29,68;<LOD;299,01;28723,31;1974,47;3230,28;558,55;71072,8;1094,87;24353,04;349,04;<LOD;6657,87
138;26.09.2023 09:37;TestAll Geo;330,52;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;<LOD;221,35;141,73;10,51;<LOD;300000;3210,7;130,96;103773,45;6007,65;1547,43;72,32;<LOD;39,06;1292,03;108,03;814,99;126,3;<LOD;300000;148,53;44,14;<LOD;300000;39187,66;1356,41;<LOD;119,77;<LOD;95,77;1894,51;155,27;<LOD;174,94;<LOD;64,43;144109,86;319,25;315960,09;16951,5;<LOD;68,6;<LOD;28,96;<LOD;2408,93;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;29,32;11,09;4,38;405,01;19,67;<LOD;156,04;<LOD;129,19;<LOD;204,8;22761,02;78,69;8881,33;72,24;<LOD;2,22;1309,93;64,06;<LOD;22,25;<LOD;41,99;<LOD;18,87;107,8;12,13;<LOD;124,93;27301,64;1456,04;2001,57;425,4;143801,05;3438,02;20383,93;572,24;<LOD;3291,18
139;26.09.2023 09:41;TestAll Geo;3,19;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;<LOD;989,35;158,42;66,44;<LOD;300000;2880,28;573,18;74086,09;24619,07;1683,67;426,95;<LOD;199,09;<LOD;736,52;<LOD;1257,68;<LOD;300000;<LOD;376,68;<LOD;300000;39673,71;6487,61;<LOD;769,34;<LOD;675,83;1588,39;905,44;<LOD;1149,72;<LOD;528,65;213779,48;39592,7;663522,25;57503,72;<LOD;296,45;<LOD;157,87;<LOD;9969,19;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;1652,75;<LOD;1366,61;<LOD;5845,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;26.09.2023 09:47;TestAll Geo;299,66;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;109,41;2,78;198,63;3,12;<LOD;4,91;158,71;3,27;5,52;0,73;27,99;3,47;<LOD;1,99;11,3;2,9;<LOD;32,99;0,38;0,15;150,01;7,96;<LOD;36,4;32,68;8,81;137,83;16,77;<LOD;100,07;42987,83;209,54;614,12;40,33;<LOD;7,04;<LOD;4,23;527702;3399,43;16,2;1,61;23,35;1,87;<LOD;47,85;<LOD;1,5;<LOD;1,5;<LOD;1,5;200,75;11,53;140,92;7,43;4623,18;48,61;270,51;23,56;162,07;19,27;654,21;25,84;21028,26;135,3;28932,8;211,63;25,25;2,71;702,24;117,3;30,89;8,95;478,93;17,12;60,86;6,89;<LOD;0,76;40,53;6,01;165459,47;2019,61;1440;87,39;186472,89;1017,53;6667;68,09;<LOD;2004,97
141;26.09.2023 09:56;TestAll Geo;330,56;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;<LOD;241,85;43,29;12,91;<LOD;300000;2367,39;88,96;53991,88;6402,72;3542,87;124,81;<LOD;61,5;827,79;151,56;1415,79;293,94;<LOD;300000;<LOD;180,62;<LOD;300000;191473,73;2849,19;354,71;160,7;<LOD;177,66;1757,99;228,1;<LOD;320,75;<LOD;120,61;256334,28;539,52;<LOD;1,5;<LOD;64,44;<LOD;42,72;<LOD;2641,54;<LOD;1,5;<LOD;1,5;<LOD;1,5;9,66;4,01;22,71;3,33;450;23,26;<LOD;281,55;<LOD;230,11;<LOD;350,1;9726,54;56,37;10240,71;80,89;<LOD;1,55;1903,2;74,53;<LOD;29,19;<LOD;52,99;<LOD;26,11;119,87;20,29;<LOD;202,75;29005,17;1856,08;1472,81;529,09;98153,42;1761,28;28259,07;510,25;<LOD;6051,2
142;26.09.2023 10:17;TestAll Geo;330,65;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;<LOD;204,94;127,77;10,68;<LOD;300000;3057,9;124,26;88051,35;5344,63;1618,22;77,13;<LOD;41,51;1140,08;103,72;835,78;141,34;<LOD;300000;108,61;49,02;<LOD;300000;46639,98;1612,47;<LOD;133,08;<LOD;104,74;1942,98;166,86;<LOD;196,61;<LOD;70,36;141828,59;343,91;305155,41;17580,97;<LOD;59,94;<LOD;32,37;<LOD;2163,96;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;34,2;20,35;5,23;441,62;22,26;<LOD;182,51;<LOD;153,3;252,18;159,58;16940,72;65,02;7463,31;63,87;<LOD;1,82;1202,59;57,83;<LOD;24,42;<LOD;45,7;<LOD;20,69;105,72;13,06;401,78;92,37;26476,8;1564,78;2584,02;502,36;149576,86;3330,46;23776,36;639,55;<LOD;3940,25
143;26.09.2023 10:40;TestAll Geo;330,15;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;<LOD;33,35;<LOD;8,37;<LOD;300000;<LOD;17,57;<LOD;1449,84;<LOD;34,51;<LOD;21,33;<LOD;41,43;<LOD;252,24;<LOD;300000;<LOD;58,36;<LOD;300000;5678,14;213,18;1590,27;172,01;<LOD;151,41;910,52;198,67;<LOD;292,57;<LOD;88,63;587491,81;1445,11;539675,44;13867,83;<LOD;10,97;<LOD;9,25;<LOD;363,52;<LOD;1,5;<LOD;1,5;<LOD;1,5;36,31;2,56;<LOD;11,33;185,85;19,64;<LOD;192,51;<LOD;160,76;<LOD;249,68;1807,55;103,82;16629,61;80,18;6,94;0,22;2050,13;60,96;<LOD;69,88;<LOD;115,88;1548,34;86,72;294,62;54,34;1374,88;383,18;<LOD;2724,98;<LOD;265,57;12099,99;535,01;66421,69;861,59;<LOD;7893,36
145;26.09.2023 10:56;TestAll Geo;330,05;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;<LOD;837,33;145,81;17,66;<LOD;300000;<LOD;402;<LOD;28816,27;109287,51;5933,4;<LOD;126,55;4227,5;553,81;<LOD;327,11;<LOD;300000;2668,15;143,78;<LOD;300000;239322,36;9638,29;410,28;67,6;<LOD;77,28;2316,01;130,37;<LOD;110,65;80,66;19,83;390,22;22,29;287899,28;15672,98;<LOD;225,88;166,3;83,89;<LOD;7838,02;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;42,41;15,82;6,6;110,08;23,03;<LOD;98,98;<LOD;81,14;<LOD;130,23;93608,47;271,34;1750,57;85,61;<LOD;7,76;24135,65;382,49;182,16;27,64;758,99;52,51;2139,53;49,24;1674,06;11,78;119,37;21,71;25225,85;2588,57;<LOD;2375,62;77265,07;4192,29;38754,43;2329,56;<LOD;6099,99
146;26.09.2023 11:27;TestAll Geo;330,54;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;106,55;2,76;198,86;3,13;<LOD;5,01;159,71;3,28;5,31;0,72;26,82;3,44;<LOD;1,96;12,01;2,89;<LOD;31,4;0,34;0,15;144,59;7,83;<LOD;35,07;31,84;8,74;117,65;16,49;<LOD;100,28;42861,39;209,27;628,38;40,55;<LOD;7,06;<LOD;4,24;517840,81;3129,45;16,81;1,62;25,04;1,89;<LOD;47,66;<LOD;1,5;<LOD;1,5;<LOD;1,5;225,05;11,79;141,2;7,46;4670,79;49,05;279,44;23,57;206,24;19,67;667,84;25,8;20749,76;135,31;29198,71;213,69;24,64;2,71;514,36;113,52;39,64;8,94;463,61;16,92;61,13;6,86;<LOD;0,77;41,12;5,99;171831,97;1825,07;1482,12;75,4;189824,45;936,32;6857,29;61;<LOD;1719,24
147;26.09.2023 11:55;TestAll Geo;330,4;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;420,68;4,41;202,91;3,1;<LOD;3,88;63,61;2,23;4,7;0,67;45,94;3,86;<LOD;1,93;8,8;3,13;<LOD;30,43;<LOD;0,21;71,58;6,03;<LOD;33,71;40,8;8,75;<LOD;28,66;96,12;44,45;23466,69;152,56;307,47;32,24;<LOD;6,99;<LOD;4,03;613022,75;2266,13;38,08;1,87;96,47;2,44;<LOD;41;<LOD;1,5;<LOD;1,5;<LOD;1,5;61,69;7,16;117,87;6,12;5827,02;47,35;340,8;23,95;195,74;19,3;746,65;26,55;2535,84;37,97;7749,85;84,84;<LOD;1,13;341,48;58,77;23,69;8,98;459,62;17,09;53,76;6,88;<LOD;0,77;39,85;6,03;91671,13;1094,24;615,61;59,29;238756,69;1080,96;3656,96;41,3;<LOD;1336,16
148;26.09.2023 12:01;TestAll Geo;330,45;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;370,51;4,41;218,41;3,38;<LOD;4,05;64,43;2,36;4,95;0,71;38,78;3,87;<LOD;2,08;9,16;3,17;<LOD;33,33;0,32;0,15;89,24;6,81;<LOD;36,38;52,29;9,68;72,71;16,75;79,1;48,08;25065,98;165,74;352,64;35,21;<LOD;7,54;<LOD;4,44;607280,56;2417,48;35,77;1,99;131,99;2,91;<LOD;43,31;<LOD;1,5;<LOD;1,5;<LOD;1,5;93,59;7,15;138,67;6,73;5465,26;46,36;385,57;26,08;232,78;21,04;1030,41;29,41;2469,43;37,65;8334,87;87,16;<LOD;1,1;305,16;57,74;39,52;9,5;464,86;17,94;61,32;7,27;<LOD;0,81;37,1;6,26;95302,8;1182,98;382,05;63,02;235745,61;1135,41;3958,63;45,52;<LOD;1432,27
149;26.09.2023 12:23;TestAll Geo;330,18;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;371,55;4,88;312,76;4,35;<LOD;4,6;59,44;2,53;<LOD;201,73;77,93;5,21;<LOD;2,61;9,59;4,2;<LOD;37,79;0,37;0,18;56,3;6,74;<LOD;43,32;83,77;11,84;110,7;19,78;<LOD;80,03;26689,57;185,75;531,46;42,63;<LOD;8,57;<LOD;5,53;587835,63;2751,42;35,71;2,17;132,59;3,18;<LOD;49,15;<LOD;1,5;<LOD;1,5;<LOD;1,5;80,68;5,94;174,05;7,25;3935,43;37,04;470,99;30,91;270,05;24,54;789,95;30,14;2767,07;35,12;8149,79;77,76;<LOD;1,02;302,49;50,67;<LOD;14,7;359,31;18,25;30,66;7,42;<LOD;0,82;24,6;6,4;98799,52;1315,67;620,02;76,67;243820,41;1217,24;4267,54;51,99;<LOD;1704,61
150;26.09.2023 12:39;TestAll Geo;330,57;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;351,81;4,25;324,27;3,93;4,56;2,75;57,48;2,22;<LOD;177,17;57,09;4,17;<LOD;1,93;<LOD;6,83;<LOD;31,83;0,41;0,15;58,03;5,84;<LOD;33,54;67,8;9,32;<LOD;28,23;<LOD;85,99;26276,19;163,82;470,18;36,61;<LOD;6,72;<LOD;3,97;557327,69;2550,77;36,14;1,92;129,76;2,79;<LOD;43,15;<LOD;1,5;<LOD;1,5;<LOD;1,5;157,62;9,02;187,53;7,08;7698,58;57,48;443,41;24,79;259,1;19,79;1080,75;27,27;3560,6;47,9;9543,35;100,91;1,71;0,96;359,5;67,75;40,48;8,72;464,59;16,46;63,15;6,68;<LOD;0,73;40,02;5,79;117270,59;1300,42;712,59;59,66;263099,19;1156,3;2747,85;37,32;<LOD;1403,86
151;26.09.2023 13:04;TestAll Geo;330;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;342,41;4,15;328,83;3,9;<LOD;3,79;41,5;1,94;4,2;0,64;27,1;3,36;<LOD;1,79;4,83;2,69;<LOD;30,64;0,41;0,15;115,79;6,91;<LOD;32,51;45,31;8,67;<LOD;28,44;<LOD;79,77;21792,62;147,09;303,7;32,11;<LOD;6,64;<LOD;3,86;611668,5;2232,42;32,8;1,77;69,52;2,11;<LOD;38,59;<LOD;1,5;<LOD;1,5;<LOD;1,5;104,54;8,42;168,73;6,49;7111,48;53,21;351,67;23,75;205,48;19,19;2010,14;30,84;5566,58;56,39;10377,77;102,68;2,73;1,12;342,34;66,43;37,93;8,54;458,58;16,05;60,05;6,5;<LOD;0,71;31,99;5,52;89414,97;1074,09;331,87;54,14;238078,5;1049,97;3134,93;38,08;<LOD;1296,02
152;26.09.2023 13:11;TestAll Geo;330,49;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;362,7;4,25;288,11;3,69;<LOD;3,8;44,8;2,02;4,52;0,66;32,41;3,53;<LOD;1,72;5,14;2,82;<LOD;29,34;0,33;0,15;121,53;7,11;<LOD;32,46;40,14;8,48;<LOD;28,08;<LOD;84,41;25615,34;160,75;323,43;33,31;<LOD;6,26;<LOD;3,52;590057,19;2289,22;32,38;1,79;72,47;2,18;<LOD;39,95;<LOD;1,5;<LOD;1,5;<LOD;1,5;133,33;9,62;156,95;6,54;7373,63;54,86;320,62;21,87;191,18;17,75;1558,62;27,77;6408,67;66,03;13054,81;123,64;2,5;1,3;362,67;76,15;34,52;8,18;464,64;15,47;54,61;6,21;<LOD;0,69;45,45;5,56;99604,38;1120,73;532,93;51,58;245023,45;1077,07;2786;34,74;<LOD;1278,32
